29, Private, 137063, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 38, United-States, <=50K
21, Private, 296158, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 25, United-States, <=50K
38, Private, 23892, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
25, Self-emp-inc, 98756, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 50, United-States, <=50K
20, ?, 210474, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K
64, Self-emp-not-inc, 339321, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 24, United-States, >50K
57, Local-gov, 199546, Masters, 14, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
24, Private, 182276, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 25, United-States, <=50K
34, ?, 181934, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 185394, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 34, United-States, <=50K
33, Private, 181372, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
21, State-gov, 145651, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 1602, 12, United-States, <=50K
33, Private, 41610, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 73679, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 167309, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 334032, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
38, Private, 97083, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 278230, Some-college, 10, Divorced, Farming-fishing, Unmarried, White, Female, 10520, 0, 30, United-States, >50K
29, Private, 253856, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K
21, Private, 286853, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
38, Self-emp-not-inc, 245090, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
37, Self-emp-not-inc, 137314, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
24, Private, 85088, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 1762, 32, United-States, <=50K
25, Local-gov, 84224, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 226246, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
51, Local-gov, 142411, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
30, Local-gov, 200892, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 153805, HS-grad, 9, Never-married, Other-service, Unmarried, Other, Male, 0, 0, 20, Puerto-Rico, <=50K
25, Private, 121102, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Female, 0, 2001, 30, United-States, <=50K
36, Self-emp-inc, 184456, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 27828, 0, 55, United-States, >50K
28, Private, 606111, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, Germany, >50K
30, Local-gov, 348802, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 131826, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 228649, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 38, United-States, <=50K
33, Private, 192002, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, Canada, >50K
35, Private, 361888, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 117217, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
39, Private, 174330, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
19, ?, 180976, 10th, 6, Never-married, ?, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
44, Private, 124747, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 3103, 0, 40, United-States, >50K
28, Private, 76313, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K
29, Local-gov, 183523, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Iran, <=50K
81, Self-emp-not-inc, 193237, 1st-4th, 2, Widowed, Sales, Other-relative, White, Male, 0, 0, 45, Mexico, <=50K
37, Private, 227128, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 413345, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
57, Self-emp-inc, 180211, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Taiwan, >50K
34, Federal-gov, 189944, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 72, United-States, <=50K
67, ?, 81761, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States, <=50K
38, Private, 105150, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
36, Private, 54229, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 37, United-States, <=50K
45, Private, 158685, HS-grad, 9, Separated, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 264864, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
49, Private, 200471, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, <=50K
22, Private, 297380, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 111128, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
64, Private, 60940, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 8614, 0, 50, France, >50K
26, Private, 229977, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
31, Private, 38223, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K
20, Private, 305446, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
49, Private, 199058, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K
20, Private, 143062, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 202115, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 25, United-States, <=50K
46, Private, 109209, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Private, 214242, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
19, Private, 125591, 11th, 7, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Self-emp-not-inc, 364365, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
28, Private, 183639, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
72, Private, 497280, 9th, 5, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
33, Private, 70447, HS-grad, 9, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
23, State-gov, 335453, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
49, Local-gov, 174981, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 47, United-States, >50K
67, ?, 45537, Masters, 14, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States, >50K
44, Local-gov, 101689, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 271328, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 233571, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, State-gov, 913447, Some-college, 10, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
35, State-gov, 35626, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
26, Local-gov, 166295, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 2339, 55, United-States, <=50K
35, Private, 133906, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
48, ?, 63466, HS-grad, 9, Married-spouse-absent, ?, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
26, Private, 164488, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 13550, 0, 50, United-States, >50K
32, Private, 267736, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
24, Private, 99386, Bachelors, 13, Married-spouse-absent, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 91145, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 155701, 7th-8th, 4, Separated, Other-service, Unmarried, White, Female, 0, 0, 38, Peru, <=50K
58, Self-emp-not-inc, 49884, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
52, Private, 222405, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 2377, 40, United-States, <=50K
20, State-gov, 432052, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
20, Private, 266467, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
58, Private, 310320, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 87605, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 96480, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
51, Private, 193720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, <=50K
41, Private, 184466, 11th, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 55, United-States, <=50K
51, ?, 203015, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 145409, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
50, Self-emp-not-inc, 95577, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 12, ?, <=50K
44, State-gov, 154176, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 1590, 40, United-States, <=50K
18, Private, 242893, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
19, Private, 249787, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
77, Private, 117898, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
40, Local-gov, 95639, HS-grad, 9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
60, Private, 116707, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 40, United-States, >50K
59, Private, 308118, Assoc-acdm, 12, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
22, State-gov, 186634, 12th, 8, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
63, Private, 76860, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
23, Private, 283796, 12th, 8, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 30, Mexico, <=50K
35, Private, 216473, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K
40, Private, 163434, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 290922, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
45, State-gov, 264052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
80, Private, 202483, HS-grad, 9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
52, Self-emp-not-inc, 42984, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, >50K
50, Private, 113176, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 216626, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, Other, Male, 0, 0, 40, Columbia, <=50K
34, Local-gov, 31391, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 53, United-States, >50K
63, Private, 163708, 9th, 5, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
46, Private, 159869, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
19, Private, 406078, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K
58, Private, 94345, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 217226, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
63, State-gov, 194682, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K
43, Local-gov, 155106, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, State-gov, 174283, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 50, United-States, >50K
56, Private, 371064, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 306889, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
50, Private, 204518, 7th-8th, 4, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 242804, HS-grad, 9, Separated, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 173682, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States, >50K
29, ?, 256211, 1st-4th, 2, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
40, Private, 226608, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 30, Guatemala, >50K
49, Self-emp-not-inc, 111959, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, Scotland, >50K
23, Private, 237720, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
45, Private, 200363, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
22, Private, 189950, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
45, Private, 201865, Bachelors, 13, Married-spouse-absent, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 67065, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Federal-gov, 62020, Prof-school, 15, Divorced, Exec-managerial, Not-in-family, Black, Male, 0, 0, 55, United-States, >50K
48, Private, 232840, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
32, Private, 228265, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 30, United-States, <=50K
18, Private, 120283, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 24, United-States, <=50K
31, Private, 216827, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
25, Private, 372728, Bachelors, 13, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 24, Jamaica, <=50K
24, State-gov, 163480, Masters, 14, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
50, Private, 112873, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Self-emp-not-inc, 33304, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
38, Private, 184655, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 48, United-States, <=50K
35, Private, 348690, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Local-gov, 42346, Some-college, 10, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 24, United-States, <=50K
46, Private, 213140, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
36, Private, 34744, Assoc-acdm, 12, Divorced, Other-service, Unmarried, White, Female, 0, 0, 37, United-States, <=50K
27, Private, 306747, Bachelors, 13, Divorced, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
40, Private, 169885, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
48, Private, 70209, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
22, Private, 214399, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
33, Private, 241885, Some-college, 10, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Local-gov, 254134, Assoc-acdm, 12, Divorced, Tech-support, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
52, Private, 366232, 9th, 5, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, Cuba, <=50K
55, State-gov, 175127, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 38, United-States, >50K
53, Private, 124963, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 313146, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 233275, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
44, Self-emp-not-inc, 71269, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 93793, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
49, State-gov, 118567, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Self-emp-not-inc, 607848, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
22, ?, 131573, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 8, United-States, <=50K
30, Private, 369027, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 45, United-States, <=50K
45, Local-gov, 235431, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
43, Federal-gov, 195897, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7298, 0, 40, United-States, >50K
25, Private, 258379, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 32, United-States, <=50K
22, Private, 305498, HS-grad, 9, Divorced, Sales, Own-child, White, Female, 0, 0, 33, United-States, <=50K
38, Private, 187069, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
47, Self-emp-inc, 206947, Assoc-acdm, 12, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 67, United-States, <=50K
23, Private, 1038553, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K
58, ?, 169982, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 434102, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
53, Self-emp-not-inc, 279129, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
47, Private, 185385, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 24, United-States, <=50K
34, Private, 238305, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 1628, 12, ?, <=50K
51, Private, 179646, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 29962, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K
42, Local-gov, 186909, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K
32, Private, 155232, Bachelors, 13, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 60, United-States, >50K
43, Self-emp-not-inc, 190044, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 176026, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 138285, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Iran, <=50K
40, Private, 116632, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
19, Self-emp-not-inc, 227310, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
45, Private, 189802, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 598606, 9th, 5, Separated, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 50, United-States, <=50K
24, Private, 336088, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 50, United-States, <=50K
31, Private, 257644, 11th, 7, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 246183, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 89718, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Federal-gov, 19914, Some-college, 10, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 15, United-States, <=50K
47, Private, 387468, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Scotland, >50K
37, Private, 154571, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K
44, Private, 107218, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 30118, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 3137, 0, 42, United-States, <=50K
21, State-gov, 41183, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, <=50K
20, Private, 37783, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
42, Local-gov, 255847, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 185848, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 70, United-States, >50K
26, Private, 229523, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 56, United-States, <=50K
30, Private, 182771, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
26, Private, 306513, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 77266, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
29, Private, 405177, 10th, 6, Separated, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 34816, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 12, United-States, <=50K
63, ?, 149698, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 15, United-States, <=50K
19, Private, 354104, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
29, Self-emp-not-inc, 116207, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, >50K
41, Self-emp-inc, 93227, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1977, 60, Taiwan, >50K
22, Private, 141040, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 0, 35, United-States, <=50K
35, Private, 265954, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 199753, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, <=50K
41, Private, 39581, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 24, El-Salvador, <=50K
38, Private, 241962, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 146767, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 149018, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 160279, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 113035, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 143582, HS-grad, 9, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 48, China, <=50K
45, Private, 192835, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 3942, 0, 40, United-States, <=50K
